order_id,date_id,weather_id,traffic_id,area_id,category_id,vehicle_id,agent_id,order_time,pickup_time,order_hour,delivery_time_minutes,pickup_prep_minutes,delivery_distance_km,delivery_speed_kmh,is_delayed
attx695334107,16,3,4,1,5,2,387,18:25:00,18:35:00,18,140,10,10.906,4.674,t
otdh056590698,16,3,3,1,5,2,403,22:55:00,23:00:00,22,140,5,14.022,6.009,t
tpdg656958503,16,5,3,1,5,2,214,23:30:00,23:40:00,23,170,10,16.853,5.948,t
ngdr499540797,16,6,3,1,5,2,43,23:40:00,23:45:00,23,65,5,16.854,15.558,t
cssd936752341,16,1,4,1,5,3,70,17:45:00,17:50:00,17,130,5,11.917,5.500,t
kzsf991608767,16,6,3,1,5,3,185,23:10:00,23:15:00,23,90,5,12.464,8.309,t
cqtx125800480,16,2,2,1,5,3,309,20:25:00,20:30:00,20,225,5,12.294,3.278,t
oeyr012632445,16,3,2,1,5,3,355,20:30:00,20:40:00,20,200,10,11.917,3.575,t
evqz486030298,16,5,2,1,5,3,284,21:45:00,22:00:00,21,100,15,12.161,7.297,t
sgai548810927,16,5,2,1,5,2,271,21:25:00,21:30:00,21,150,5,11.008,4.403,t
ejkt395812894,16,2,2,4,5,2,24,19:15:00,19:30:00,19,195,15,20.253,6.232,t
hgsa117706567,16,4,3,1,5,2,19,22:55:00,23:10:00,22,85,15,17.298,12.210,t
kbjl525600134,16,4,4,1,5,2,282,19:00:00,19:05:00,19,160,5,10.906,4.090,t
egjo353676399,16,4,3,4,5,2,92,23:15:00,23:20:00,23,75,5,10.725,8.580,t
vjze869288004,16,1,4,1,5,2,211,17:50:00,18:05:00,17,160,15,19.619,7.357,t
xsnv037624016,16,6,3,1,5,3,211,22:45:00,22:50:00,22,95,5,13.762,8.692,t
bvdt575823191,16,4,2,1,5,3,374,20:20:00,20:25:00,20,180,5,10.865,3.622,t
czkz026664915,16,3,4,1,5,2,95,17:35:00,17:50:00,17,145,15,12.418,5.138,t
vtme594999283,16,2,2,1,5,3,415,19:20:00,19:30:00,19,200,10,12.100,3.630,t
rkwb840478654,16,3,4,4,5,4,21,17:50:00,18:05:00,17,135,15,16.902,7.512,t
jmml223911318,16,3,2,1,5,4,42,20:10:00,20:20:00,20,95,10,16.825,10.626,t
rfgt319251260,16,3,2,1,5,2,235,21:50:00,22:00:00,21,165,10,19.915,7.242,t
cpsl197444317,16,1,2,3,5,2,364,20:00:00,20:10:00,20,270,10,11.008,2.446,t
abls681018607,16,1,3,1,5,2,265,23:20:00,23:25:00,23,210,5,10.906,3.116,t
mmqh923821242,16,1,2,1,5,3,118,19:50:00,20:00:00,19,170,10,17.074,6.026,t
xajj120184486,16,6,4,1,5,3,341,17:45:00,17:55:00,17,165,10,13.407,4.875,t
yvjd403516726,16,3,2,1,5,3,272,20:40:00,20:55:00,20,125,15,16.722,8.027,t
rkbm214318936,16,3,2,1,5,3,340,19:10:00,19:20:00,19,195,10,10.867,3.344,t
nmhj888842761,16,3,2,1,5,2,134,20:45:00,20:50:00,20,175,5,13.789,4.728,t
klfo304458546,16,4,2,1,5,2,90,20:20:00,20:30:00,20,185,10,12.435,4.033,t
cucg223916129,16,1,2,4,3,2,156,22:00:00,22:10:00,22,215,10,20.852,5.819,t
umza291289960,16,5,4,4,3,4,115,17:35:00,17:45:00,17,65,10,19.619,18.110,t
njhr274671868,16,2,2,1,3,3,203,21:25:00,21:30:00,21,170,5,13.830,4.881,t
gzec046877329,16,6,3,1,3,3,404,22:40:00,22:55:00,22,95,15,11.916,7.526,t
vtkv017773563,16,3,2,1,3,3,42,21:55:00,22:10:00,21,125,15,19.883,9.544,t
eijt772813227,16,5,2,1,3,2,362,20:50:00,20:55:00,20,175,5,10.756,3.688,t
mrvy893201573,16,4,3,4,3,4,366,22:35:00,22:40:00,22,85,5,19.976,14.101,t
wzmg191523984,16,3,3,4,3,2,365,22:50:00,23:00:00,22,125,10,14.153,6.793,t
snit332265391,16,1,4,1,3,2,235,17:30:00,17:40:00,17,155,10,17.098,6.619,t
wcnj766326897,16,6,2,1,3,2,347,21:20:00,21:30:00,21,180,10,10.588,3.529,t
quko271483464,16,6,2,1,3,2,24,19:50:00,19:55:00,19,185,5,12.421,4.028,t
vpdv492161328,16,5,4,1,3,2,326,18:20:00,18:25:00,18,140,5,17.099,7.328,t
aykg167786390,16,5,3,4,3,4,142,23:50:00,00:05:00,23,135,15,12.421,5.520,t
ricn161801770,16,3,2,1,3,3,419,20:45:00,20:55:00,20,165,10,20.183,7.339,t
jgpz956616460,16,1,3,1,3,2,94,22:40:00,22:55:00,22,105,15,13.762,7.864,t
bovi373777017,16,2,4,1,3,2,233,17:15:00,17:30:00,17,175,15,10.603,3.635,t
sitr910773988,16,3,4,1,3,2,163,18:30:00,18:35:00,18,105,5,13.681,7.818,t
lsqh761437964,16,6,3,1,3,2,365,23:40:00,23:45:00,23,105,5,12.162,6.950,t
geif761899324,16,5,3,1,3,2,327,23:45:00,23:55:00,23,100,10,12.074,7.244,t
zgjr149460069,16,5,4,4,3,2,262,18:15:00,18:20:00,18,170,5,13.583,4.794,t
ldsw215169059,16,2,3,1,3,2,316,23:35:00,23:40:00,23,165,5,13.973,5.081,t
isae444949484,16,5,4,1,3,2,401,18:10:00,18:25:00,18,145,15,10.565,4.372,t
mjkl355129803,16,2,4,1,3,2,212,17:50:00,17:55:00,17,200,5,10.586,3.176,t
doii076870312,16,5,4,1,3,2,142,19:00:00,19:15:00,19,135,15,13.769,6.120,t
lbgh626636031,16,4,3,1,3,2,93,23:10:00,23:25:00,23,80,15,13.612,10.209,t
krdn598175042,16,4,2,1,3,3,365,22:00:00,22:05:00,22,135,5,12.419,5.520,t
szgk798781429,16,6,3,1,3,2,347,22:35:00,22:45:00,22,145,10,12.294,5.087,t
cgqh731557851,16,3,4,4,3,4,67,17:15:00,17:25:00,17,75,10,19.883,15.906,t
sxty939908627,16,2,2,1,3,3,365,19:20:00,19:35:00,19,175,15,10.881,3.731,t
wmmy898730985,16,6,2,1,3,3,285,19:50:00,20:00:00,19,130,10,13.971,6.448,t
ansk358183602,16,3,2,1,3,2,398,21:10:00,21:20:00,21,205,10,12.241,3.583,t
uxsq327365608,16,6,4,1,3,4,95,18:00:00,18:15:00,18,140,15,13.406,5.745,t
fqxe848745820,16,2,2,1,3,3,204,20:45:00,20:50:00,20,165,5,16.822,6.117,t
etzq578622067,16,5,2,1,3,2,232,19:35:00,19:45:00,19,55,10,14.153,15.440,t
jamj892478473,16,4,2,1,3,3,24,21:25:00,21:30:00,21,85,5,12.418,8.766,t
whku962782942,16,6,3,1,3,3,94,22:35:00,22:40:00,22,50,5,20.254,24.305,t
ckdn671507293,16,1,2,1,3,2,364,21:35:00,21:40:00,21,220,5,10.867,2.964,t
njkn485703238,16,3,2,1,3,4,250,21:45:00,22:00:00,21,140,15,12.580,5.391,t
zwav995458235,16,4,2,4,3,3,162,22:00:00,22:05:00,22,130,5,19.878,9.174,t
eqxj889841358,16,4,2,4,3,3,417,19:35:00,19:40:00,19,195,5,19.880,6.117,t
ckcu179764478,16,1,2,3,3,2,42,20:20:00,20:25:00,20,235,5,16.637,4.248,t
ofdf979535160,16,6,3,1,3,2,424,00:00:00,00:05:00,0,145,5,10.724,4.438,t
orig907562406,16,3,3,4,3,3,70,22:25:00,22:40:00,22,60,15,13.409,13.409,t
zlub908331215,16,4,2,1,3,2,348,20:20:00,20:30:00,20,215,10,19.977,5.575,t
ykvc122634366,16,3,4,1,3,2,23,17:10:00,17:15:00,17,140,5,11.008,4.718,t
vwhx233696526,16,2,3,1,3,4,117,23:35:00,23:50:00,23,100,15,16.848,10.109,t
niwg285231341,16,1,3,1,3,3,261,22:15:00,22:25:00,22,180,10,19.917,6.639,t
nzhu530007994,16,2,2,1,3,3,24,22:00:00,22:05:00,22,205,5,13.583,3.976,t
kllk327072475,16,2,2,1,1,3,306,21:10:00,21:20:00,21,245,10,16.601,4.066,t
pmtg425435413,16,6,4,1,1,4,298,17:25:00,17:30:00,17,160,5,13.613,5.105,t
znys264264304,16,4,3,1,1,2,252,23:25:00,23:30:00,23,80,5,12.162,9.122,t
qxho818242974,16,4,2,4,1,3,302,19:20:00,19:30:00,19,200,10,19.916,5.975,t
unbo003078474,16,4,4,1,1,2,249,17:40:00,17:50:00,17,195,10,12.465,3.835,t
rqus020048266,16,4,2,1,1,3,367,20:10:00,20:20:00,20,140,10,10.602,4.544,t
vnvf973199311,16,2,4,4,1,3,270,17:35:00,17:45:00,17,190,10,16.384,5.174,t
qxls217077415,16,5,3,4,1,2,256,22:20:00,22:35:00,22,155,15,13.787,5.337,t
yxfg152112661,16,6,4,4,1,4,403,18:45:00,19:00:00,18,110,15,20.183,11.009,t
ezdi889570216,16,3,2,1,1,2,384,20:25:00,20:30:00,20,135,5,13.990,6.218,t
txya316902280,16,3,4,1,1,2,92,19:00:00,19:10:00,19,185,10,17.098,5.545,t
pldj700707118,16,6,2,4,1,2,235,20:20:00,20:30:00,20,145,10,10.725,4.438,t
opvj042415332,16,1,4,1,1,2,66,17:10:00,17:20:00,17,220,10,19.762,5.390,t
nfen014358781,16,6,4,1,1,3,253,18:45:00,18:55:00,18,100,10,10.907,6.544,t
jlwt889064377,16,2,2,1,1,2,247,19:20:00,19:35:00,19,230,15,19.688,5.136,t
lmjx822294906,16,6,4,1,1,2,117,17:20:00,17:30:00,17,145,10,20.254,8.381,t
fwzp663883147,16,3,2,1,1,3,304,20:30:00,20:45:00,20,195,15,17.098,5.261,t
xbvt623556049,16,3,2,4,1,2,22,19:20:00,19:35:00,19,105,15,16.822,9.613,t
aros105047120,16,6,2,4,1,3,44,19:25:00,19:30:00,19,80,5,16.903,12.677,t
loba077476032,16,3,2,4,1,4,344,21:20:00,21:30:00,21,125,10,13.969,6.705,t
kpaj393055426,16,1,2,4,1,3,165,20:35:00,20:40:00,20,200,5,20.443,6.133,t
dgrb064939659,16,5,2,1,1,3,267,19:30:00,19:40:00,19,125,10,10.427,5.005,t
hugf879258772,16,5,4,1,1,2,268,17:15:00,17:20:00,17,190,5,20.179,6.372,t
dodv920423003,16,1,4,1,1,3,67,17:55:00,18:05:00,17,180,10,12.235,4.078,t
otmt480271112,16,3,4,1,1,2,119,17:55:00,18:05:00,17,110,10,12.435,6.783,t
tdgy458730534,16,3,2,1,1,2,62,19:25:00,19:30:00,19,160,5,19.761,7.410,t
teny967364154,16,3,3,1,1,2,164,22:40:00,22:45:00,22,75,5,16.821,13.457,t
ndsd119522877,16,6,3,1,1,2,69,22:55:00,23:05:00,22,50,10,16.721,20.065,t
rehg995426573,16,2,3,1,1,2,209,22:45:00,22:55:00,22,125,10,13.831,6.639,t
ppfk338474023,16,3,2,1,1,2,87,19:20:00,19:25:00,19,180,5,13.989,4.663,t
kpzm205774094,16,3,3,1,1,3,268,23:10:00,23:25:00,23,145,15,16.601,6.869,t
czyc428357889,16,5,2,1,1,2,347,21:35:00,21:50:00,21,125,15,19.976,9.588,t
vpat362980056,16,4,2,1,1,2,248,20:55:00,21:00:00,20,215,5,16.384,4.572,t
char334952122,16,2,2,1,1,2,416,20:10:00,20:15:00,20,225,5,20.181,5.382,t
fyrh586043699,16,2,2,1,1,3,254,19:15:00,19:25:00,19,205,10,16.903,4.947,t
xirk869090360,16,6,2,1,1,2,187,19:10:00,19:20:00,19,190,10,16.660,5.261,t
ojmf788498521,16,3,3,4,1,3,92,22:45:00,22:55:00,22,85,10,19.974,14.099,t
obax576670640,16,3,2,1,1,3,394,20:40:00,20:45:00,20,220,5,11.918,3.250,t
ltyr800938674,16,2,3,1,1,2,422,22:55:00,23:10:00,22,200,15,10.564,3.169,t
smrb447242841,16,4,4,1,1,3,354,17:15:00,17:25:00,17,170,10,12.420,4.384,t
isiw451594601,16,6,4,1,1,3,276,17:35:00,17:45:00,17,165,10,12.099,4.400,t
zjme657298788,16,2,4,1,1,2,20,18:10:00,18:15:00,18,190,5,16.820,5.312,t
swiw878574768,16,3,4,1,1,2,419,18:20:00,18:25:00,18,225,5,19.916,5.311,t
zugx425966946,16,3,4,1,1,2,189,17:15:00,17:30:00,17,140,15,19.887,8.523,t
hwbl548323022,16,3,2,1,1,2,226,19:10:00,19:25:00,19,160,15,17.298,6.487,t
hdhg406348440,16,5,3,1,1,3,30,22:45:00,22:50:00,22,170,5,13.789,4.867,t
cafg676084703,16,3,3,1,1,3,288,23:10:00,23:15:00,23,130,5,13.785,6.362,t
jqtg501027870,16,2,3,1,1,2,96,22:20:00,22:25:00,22,145,5,12.420,5.139,t
brhr377864203,16,6,4,4,1,2,23,17:10:00,17:15:00,17,100,5,13.611,8.167,t
jlfp954547077,16,1,2,1,1,3,415,21:30:00,21:45:00,21,200,15,10.428,3.128,t
qrwf521842063,16,5,3,1,1,2,249,23:15:00,23:20:00,23,110,5,13.972,7.621,t
oydd549141549,16,1,3,4,1,2,347,22:20:00,22:30:00,22,145,10,12.161,5.032,t
fztk457522329,16,6,2,1,1,3,189,20:40:00,20:45:00,20,125,5,17.098,8.207,t
ydgp677444320,16,3,2,4,1,3,336,21:15:00,21:25:00,21,155,10,19.618,7.594,t
kxar836629671,16,2,2,1,1,2,159,20:45:00,20:50:00,20,185,5,13.970,4.531,t
ejgb067074165,16,5,2,1,1,2,307,20:30:00,20:35:00,20,150,5,20.253,8.101,t
iqvp190775621,16,3,3,1,1,3,388,23:55:00,00:00:00,23,85,5,13.973,9.863,t
bvoq843925900,16,6,2,4,1,2,70,21:45:00,21:55:00,21,135,10,17.137,7.616,t
xlka858510151,16,2,2,1,1,3,206,22:00:00,22:15:00,22,200,15,19.890,5.967,t
ezif478391605,16,5,4,1,8,2,308,18:55:00,19:10:00,18,110,15,10.725,5.850,t
xpdx531588871,16,2,2,1,8,2,235,22:00:00,22:10:00,22,200,10,20.443,6.133,t
hpme076021953,16,1,4,1,8,2,42,17:10:00,17:25:00,17,160,15,12.117,4.544,t
pvpj798549919,16,5,3,1,8,2,7,00:00:00,00:10:00,0,205,10,12.117,3.546,t
kleq584677542,16,2,2,1,8,3,405,19:50:00,20:05:00,19,220,15,17.298,4.718,t
qtec749301548,16,5,2,1,8,3,363,20:20:00,20:25:00,20,100,5,12.072,7.243,t
uqaq370108161,16,6,2,2,8,3,278,20:00:00,20:15:00,20,190,15,20.443,6.456,t
wbrs086288879,16,1,3,1,8,2,279,23:40:00,23:45:00,23,175,5,12.257,4.202,t
bhhg590351975,16,4,2,1,8,2,23,19:50:00,20:05:00,19,135,15,19.976,8.878,t
whhp539913109,16,3,2,1,8,2,286,19:45:00,20:00:00,19,250,15,10.906,2.617,t
qfqq668307572,16,4,3,4,8,2,165,22:10:00,22:15:00,22,120,5,13.407,6.704,t
mdbs551909555,16,4,2,1,8,3,24,21:15:00,21:30:00,21,130,15,17.077,7.882,t
aege753663438,16,2,4,1,8,4,305,18:55:00,19:00:00,18,200,5,20.181,6.054,t
okbm411749537,16,5,2,1,8,4,116,21:00:00,21:10:00,21,105,10,13.766,7.866,t
czbk447524604,16,4,4,1,8,2,115,19:00:00,19:10:00,19,135,10,13.612,6.050,t
bqww917475369,16,5,3,1,8,2,189,23:15:00,23:25:00,23,140,10,10.641,4.560,t
mhaj163755399,16,4,2,1,8,3,336,21:10:00,21:25:00,21,160,15,19.616,7.356,t
tnci432340551,16,3,3,4,8,2,253,22:35:00,22:45:00,22,105,10,13.682,7.818,t
qdip903652173,16,5,3,1,8,3,252,22:20:00,22:25:00,22,130,5,13.990,6.457,t
mkfq347686370,16,2,2,1,8,3,92,20:00:00,20:05:00,20,210,5,13.768,3.934,t
gxpx252271721,16,1,4,1,8,3,119,18:15:00,18:30:00,18,175,15,16.602,5.692,t
lbjr851847999,16,6,3,1,8,2,405,22:15:00,22:30:00,22,100,15,20.181,12.109,t
hezv772221557,16,1,2,1,8,3,245,22:00:00,22:15:00,22,245,15,13.829,3.387,t
vcfk768629168,16,2,4,1,8,4,20,18:50:00,18:55:00,18,130,5,10.565,4.876,t
nryw191296193,16,2,2,1,8,2,402,19:10:00,19:20:00,19,190,10,12.294,3.882,t
ohqu686344086,16,6,3,1,8,2,95,23:20:00,23:35:00,23,115,15,17.077,8.910,t
siui693551312,16,2,2,1,8,2,94,20:25:00,20:40:00,20,180,15,19.374,6.458,t
qwsk238071525,16,3,3,1,8,4,211,23:35:00,23:50:00,23,50,15,12.234,14.681,t
jobk684488723,16,6,2,1,8,2,23,19:10:00,19:25:00,19,105,15,19.689,11.251,t
yhmm921542221,16,2,3,1,8,3,212,22:35:00,22:50:00,22,135,15,20.183,8.970,t
eytu944473394,16,5,2,1,8,2,265,20:00:00,20:15:00,20,155,15,12.420,4.808,t
aguk544248344,16,2,2,1,8,3,117,19:35:00,19:40:00,19,150,5,12.465,4.986,t
owrz707712660,16,1,4,4,8,2,210,17:15:00,17:25:00,17,165,10,13.683,4.976,t
ifrf463467822,16,4,4,1,8,3,233,18:25:00,18:35:00,18,80,10,19.660,14.745,t
zeft190593493,16,5,3,1,8,2,8,22:55:00,23:05:00,22,195,10,17.139,5.274,t
ynjj096646613,16,4,4,4,8,2,21,18:55:00,19:10:00,18,105,15,12.435,7.106,t
keyf722693021,16,5,3,1,8,2,386,23:50:00,00:05:00,23,135,15,19.659,8.737,t
zklv866686158,16,4,4,4,8,2,270,17:45:00,17:55:00,17,180,10,19.661,6.554,t
otvo872289048,16,4,2,1,8,2,271,21:00:00,21:10:00,21,135,10,17.077,7.590,t
ajwa124945558,16,6,3,1,8,3,68,22:30:00,22:35:00,22,70,5,16.721,14.332,t
cvyo747344353,16,1,4,1,8,3,21,17:45:00,18:00:00,17,135,15,11.008,4.892,t
fbne437685224,16,3,2,1,8,3,164,20:45:00,20:55:00,20,100,10,13.406,8.044,t
xcvz397386033,16,2,2,1,8,2,326,20:35:00,20:40:00,20,270,5,13.766,3.059,t
ezre285942244,16,6,3,4,8,2,421,23:20:00,23:30:00,23,110,10,10.757,5.867,t
wyrh872449017,16,4,3,4,8,2,43,23:20:00,23:35:00,23,100,15,13.612,8.167,t
qgrc469882909,16,4,3,1,8,3,254,23:45:00,00:00:00,23,95,15,17.078,10.786,t
fbik183633466,16,3,3,1,8,2,388,23:15:00,23:20:00,23,135,5,16.636,7.394,t
glto454497276,16,6,4,1,8,2,211,18:45:00,19:00:00,18,75,15,16.601,13.281,t
osib912585881,16,6,3,1,8,2,68,22:35:00,22:40:00,22,115,5,16.659,8.692,t
waca259705755,16,5,3,1,8,2,424,22:50:00,22:55:00,22,145,5,12.294,5.087,t
temv750946520,16,2,4,4,8,2,263,17:10:00,17:25:00,17,170,15,13.830,4.881,t
mnid494338554,16,2,3,1,8,2,95,23:40:00,23:55:00,23,140,15,13.831,5.928,t
dytu361220918,16,5,4,1,8,3,420,17:10:00,17:20:00,17,110,10,10.757,5.867,t
wihe436143321,16,3,2,1,8,2,276,21:20:00,21:30:00,21,185,10,16.721,5.423,t
uqli994377870,16,5,3,1,8,3,23,23:00:00,23:15:00,23,140,15,10.565,4.528,t
mniy742463645,16,4,2,1,8,2,162,20:25:00,20:40:00,20,180,15,12.256,4.085,t
qfpp573335002,16,6,2,1,8,2,116,20:30:00,20:45:00,20,190,15,16.385,5.174,t
bpyk566465601,16,6,4,1,8,2,380,18:40:00,18:55:00,18,225,15,20.254,5.401,t
nwwe355169240,16,3,3,1,8,3,386,23:00:00,23:05:00,23,80,5,16.824,12.618,t
snrb262755826,16,2,2,1,8,2,119,19:20:00,19:25:00,19,210,5,16.600,4.743,t
imzh998680270,16,2,4,1,8,2,187,17:15:00,17:25:00,17,210,10,13.767,3.933,t
lyyb979409664,16,4,2,1,8,3,367,19:40:00,19:45:00,19,150,5,13.787,5.515,t
priz062272206,16,6,2,1,8,2,263,20:45:00,20:50:00,20,185,5,14.022,4.548,t
yaco245131772,16,2,3,4,8,3,120,23:35:00,23:45:00,23,120,10,13.631,6.816,t
kbpu283081972,16,5,2,1,8,2,252,20:50:00,21:00:00,20,140,10,12.256,5.253,t
wsge574634348,16,4,3,1,8,2,345,22:55:00,23:00:00,22,75,5,17.078,13.662,t
nify702215817,16,5,2,1,8,2,357,20:10:00,20:25:00,20,155,15,17.298,6.696,t
yroi072162860,16,2,4,1,8,3,250,18:45:00,18:50:00,18,215,5,10.866,3.032,t
ggwn746136771,16,3,2,1,8,2,252,20:35:00,20:50:00,20,200,15,17.098,5.129,t
tkbx231146876,16,3,2,1,8,3,288,21:20:00,21:25:00,21,145,5,19.363,8.012,t
yigr051025893,16,5,2,1,8,3,163,21:55:00,22:05:00,21,85,10,17.137,12.097,t
rpuq263118672,16,4,2,1,4,3,209,19:10:00,19:25:00,19,110,15,16.826,9.178,t
ikkh818371440,16,1,4,1,4,3,135,18:30:00,18:35:00,18,185,5,13.406,4.348,t
egyg586560007,16,2,4,1,4,2,329,19:00:00,19:10:00,19,150,10,16.721,6.688,t
osdt375123736,16,1,2,1,4,2,43,20:20:00,20:35:00,20,215,15,10.757,3.002,t
cmkh755271485,16,4,3,1,4,2,269,23:25:00,23:40:00,23,100,15,20.852,12.511,t
jnbj423409037,16,5,3,1,4,3,151,23:25:00,23:40:00,23,215,15,13.767,3.842,t
etye558290475,16,3,2,1,4,3,233,21:10:00,21:20:00,21,140,10,17.298,7.413,t
bfjg388704276,16,1,2,1,4,2,204,21:50:00,21:55:00,21,185,5,19.915,6.459,t
vrpg132498317,16,1,2,1,4,2,46,19:15:00,19:20:00,19,170,5,12.117,4.277,t
zprp641238404,16,4,4,1,4,2,286,17:15:00,17:20:00,17,130,5,10.433,4.815,t
sszd530800434,16,6,2,1,4,3,376,20:00:00,20:05:00,20,175,5,19.359,6.637,t
czug829774208,16,5,2,1,4,2,394,20:40:00,20:55:00,20,170,15,12.238,4.319,t
afrp039289877,16,2,3,1,4,2,118,22:50:00,23:05:00,22,120,15,16.723,8.362,t
fmgw486170742,16,2,2,1,4,2,403,20:55:00,21:00:00,20,215,5,16.723,4.667,t
ggtr588074046,16,4,2,1,4,3,425,21:50:00,22:00:00,21,145,10,12.100,5.007,t
gvdl679507974,16,2,2,1,4,3,114,19:15:00,19:20:00,19,175,5,19.689,6.751,t
msso587061939,16,2,3,1,4,3,42,22:50:00,23:05:00,22,105,15,12.420,7.097,t
upba529383204,16,5,3,4,4,2,236,23:20:00,23:35:00,23,130,15,12.256,5.657,t
gbst278240676,16,6,4,4,4,2,281,18:40:00,18:45:00,18,175,5,13.631,4.673,t
zura576856333,16,1,2,1,4,2,385,21:20:00,21:30:00,21,260,10,20.443,4.718,t
pqjx766156669,16,4,2,1,4,3,42,19:20:00,19:30:00,19,80,10,10.711,8.033,t
hziz663267083,16,2,4,2,4,4,307,17:55:00,18:10:00,17,150,15,10.565,4.226,t
qogc461722543,16,4,4,1,4,2,165,18:00:00,18:05:00,18,135,5,12.293,5.464,t
pyma007104083,16,4,4,1,4,2,279,18:50:00,19:00:00,18,235,10,13.683,3.494,t
ypna843913222,16,5,3,1,4,2,233,22:35:00,22:50:00,22,105,15,11.917,6.810,t
fxch631723408,16,5,3,1,4,3,172,22:20:00,22:30:00,22,180,10,10.756,3.585,t
cyzb180325674,16,5,2,1,4,3,23,20:25:00,20:35:00,20,55,10,16.636,18.148,t
ipfh422803468,16,3,3,1,4,3,327,22:20:00,22:25:00,22,110,5,10.906,5.949,t
wlsg765794498,16,2,2,1,4,3,70,19:15:00,19:30:00,19,175,15,10.757,3.688,t
nctb770721529,16,3,2,1,4,2,285,20:00:00,20:15:00,20,250,15,10.641,2.554,t
fxto844511261,16,4,3,1,4,3,348,22:15:00,22:25:00,22,130,10,17.074,7.880,t
hgyf441643062,16,2,3,1,4,3,117,23:30:00,23:35:00,23,140,5,11.917,5.107,t
mqlb513708015,16,1,3,1,4,2,378,23:15:00,23:20:00,23,175,5,14.022,4.808,t
glew111052843,16,4,3,4,4,2,287,23:50:00,00:00:00,23,120,10,12.417,6.209,t
zlvv653403731,16,5,3,4,4,3,252,22:35:00,22:50:00,22,110,15,14.153,7.720,t
clgz261198394,16,5,4,1,4,3,187,18:15:00,18:20:00,18,95,5,12.435,7.854,t
zded360746933,16,2,4,1,4,4,253,19:00:00,19:15:00,19,150,15,12.294,4.918,t
qnpb048530445,16,4,2,1,4,3,257,21:35:00,21:50:00,21,195,15,10.906,3.356,t
aqvc749033632,16,1,3,4,4,3,163,23:15:00,23:25:00,23,125,10,19.884,9.544,t
iezj005815871,16,2,2,1,4,3,89,20:45:00,20:55:00,20,175,10,12.420,4.258,t
ulqg869020219,16,4,2,4,4,3,161,19:40:00,19:45:00,19,75,5,13.763,11.010,t
msbv881735452,16,1,4,4,4,2,364,19:00:00,19:10:00,19,160,10,12.161,4.560,t
loys424446376,16,2,2,1,4,2,46,20:20:00,20:30:00,20,170,10,14.153,4.995,t
mfnq234814581,16,2,2,1,4,2,285,20:35:00,20:50:00,20,200,15,13.829,4.149,t
fsjp583488134,16,3,2,1,4,3,95,20:20:00,20:35:00,20,80,15,10.725,8.044,t
ciuy673039978,16,5,2,4,4,2,379,19:15:00,19:20:00,19,180,5,16.385,5.462,t
imhh173254889,16,3,3,1,4,3,45,22:20:00,22:30:00,22,70,10,19.913,17.068,t
fwij169377575,16,4,2,4,4,2,119,20:25:00,20:35:00,20,170,10,12.418,4.383,t
rxuk676299105,16,6,2,1,4,2,92,19:45:00,19:55:00,19,130,10,10.707,4.942,t
rddr569843411,16,2,2,1,4,2,272,19:55:00,20:00:00,19,220,5,20.207,5.511,t
grhk639947069,16,5,2,4,4,2,398,19:20:00,19:35:00,19,175,15,12.464,4.273,t
qhce480681722,16,4,4,4,4,3,232,17:15:00,17:30:00,17,145,15,13.991,5.789,t
gefe106120891,16,5,3,4,4,2,95,22:15:00,22:25:00,22,130,10,10.723,4.949,t
snlw424761191,16,2,2,1,4,2,289,19:50:00,19:55:00,19,190,5,10.880,3.436,t
lkob101628355,16,4,2,1,4,2,69,19:10:00,19:20:00,19,130,10,13.583,6.269,t
rjgk446342346,16,3,2,1,4,2,90,19:55:00,20:00:00,19,170,5,17.076,6.027,t
aels839231842,16,4,2,1,4,2,70,19:40:00,19:55:00,19,135,15,13.973,6.210,t
xeiz796142296,16,2,2,1,4,2,118,20:55:00,21:10:00,20,230,15,19.661,5.129,t
ldom266333564,16,5,2,1,4,2,422,19:40:00,19:55:00,19,100,15,12.294,7.376,t
vknf114607750,16,3,2,4,4,2,233,19:55:00,20:10:00,19,145,15,19.914,8.240,t
gixv743084072,16,4,3,1,4,3,346,23:55:00,00:10:00,23,85,15,19.761,13.949,t
cmct755985551,16,5,4,1,4,2,288,18:40:00,18:55:00,18,135,15,12.099,5.377,t
zyxa637469893,16,6,3,1,4,2,287,23:50:00,00:05:00,23,130,15,19.761,9.120,t
pzda863482266,16,2,2,1,4,3,71,19:20:00,19:35:00,19,165,15,16.636,6.049,t
mfwe478410125,16,2,2,1,4,2,21,21:10:00,21:20:00,21,180,10,16.386,5.462,t
fypj325317788,16,6,4,1,4,2,67,17:20:00,17:35:00,17,125,15,12.075,5.796,t
vgpj011003429,16,4,2,2,4,3,162,21:15:00,21:20:00,21,90,5,12.580,8.387,t
apny635898696,16,5,2,4,4,3,246,22:00:00,22:05:00,22,155,5,13.406,5.189,t
odjb580553003,16,1,3,4,4,2,212,23:35:00,23:45:00,23,145,10,10.906,4.513,t
htps161003573,16,1,2,4,4,4,303,20:25:00,20:30:00,20,215,5,16.851,4.703,t
nclb213153167,16,3,4,1,4,2,248,17:10:00,17:25:00,17,205,15,17.138,5.016,t
vabz088003264,16,6,2,4,4,3,236,21:55:00,22:00:00,21,110,5,17.298,9.435,t
rtbu071672894,16,4,2,1,4,3,239,20:45:00,21:00:00,20,175,15,17.138,5.876,t
